

RESSECÇÃO DE TUMORES DA CAVIDADE ORBITÁRIA,,,,,HCO,HSO,REF,,,CAVIDADE ORBITÁRIA,OLHOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PROCEDIMENTO,RN(alteração),VIGÊNCIA,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÍTULO
AUTOTRANSPLANTE CONJUNTIVAL,,,,,HCO,HSO,REF,,,CONJUNTIVA,OLHOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
BIÓPSIA DE CONJUNTIVA,,,,Seg. Ambulatorial,HCO,HSO,REF,,,CONJUNTIVA,OLHOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
EXÉRESE DE PTERÍGIO,,,,Seg. Ambulatorial,HCO,HSO,REF,,,CONJUNTIVA,OLHOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
EXÉRESE DE TUMOR DE CONJUNTIVA,,,,,HCO,HSO,REF,,,CONJUNTIVA,OLHOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
INFILTRAÇÃO SUBCONJUNTIVAL,,,,Seg. Ambulatorial,HCO,HSO,REF,,,CONJUNTIVA,OLHOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PLÁSTICA DE CONJUNTIVA PARA PTERÍGIO, TUMORES OU TRAUMAS,,,,Seg. Ambulatorial,HCO,HSO,REF,,,CONJUNTIVA,OLHOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RECONSTITUIÇÃO DE FUNDO DE SACO,,,,,HCO,HSO,REF,,,CONJUNTIVA,OLHOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
SUTURA DE CONJUNTIVA,,,,Seg. Ambulatorial,HCO,HSO,REF,,,CONJUNTIVA,OLHOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
CAUTERIZAÇÃO DE CÓRNEA,,,,Seg. Ambulatorial,HCO,HSO,REF,,,CÓRNEA,OLHOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
CERATECTOMIA FOTOTERAPÊUTICA (PTK),,,,Seg. Ambulatorial,HCO,HSO,REF,PAC,,CÓRNEA,OLHOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
CERATECTOMIA SUPERFICIAL,,,,,HCO,HSO,REF,,,CÓRNEA,OLHOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
CIRURGIA REFRATIVA - PRK OU LASIK (COM DIRETRIZ DE UTILIZAÇÃO),,,,Seg. Ambulatorial,HCO,HSO,REF,,13,CÓRNEA,OLHOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RADIAÇÃO PARA CROSS LINKING CORNEANO  (COM DIRETRIZ DE UTILIZAÇÃO),,,,Seg. Ambulatorial,HCO,HSO,REF,,121,CÓRNEA,OLHOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
IMPLANTE DE ANEL INTRAESTROMAL (COM DIRETRIZ DE UTILIZAÇÃO),,,,Seg. Ambulatorial,HCO,HSO,REF,,34,CÓRNEA,OLHOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RECOBRIMENTO CONJUNTIVAL,,,,Seg. Ambulatorial,HCO,HSO,REF,,,CÓRNEA,OLHOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RETIRADA DE CORPO ESTRANHO DA CÓRNEA,,,,Seg. Ambulatorial,HCO,HSO,REF,,,CÓRNEA,OLHOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
SUTURA DE CÓRNEA (COM OU SEM HÉRNIA DE ÍRIS),,,,,HCO,HSO,REF,,,CÓRNEA,OLHOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TARSOCONJUNTIVOCERATOPLASTIA,,,,,HCO,HSO,REF,,,CÓRNEA,OLHOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PARACENTESE DA CÂMARA ANTERIOR,,,,Seg. Ambulatorial,HCO,HSO,REF,,,CÂMARA ANTERIOR,OLHOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PROCEDIMENTO,RN(alteração),VIGÊNCIA,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÍTULO
RECONSTRUÇÃO DA CÂMARA ANTERIOR,,,,,HCO,HSO,REF,,,CÂMARA ANTERIOR,OLHOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
REMOÇÃO DE HIFEMA,,,,,HCO,HSO,REF,,,CÂMARA ANTERIOR,OLHOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RETIRADA DE CORPO ESTRANHO DA CÂMARA ANTERIOR,,,,,HCO,HSO,REF,,,CÂMARA ANTERIOR,OLHOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
CAPSULOTOMIA YAG OU CIRÚRGICA,,,,Seg. Ambulatorial,HCO,HSO,REF,,,CRISTALINO,OLHOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
FACECTOMIA COM LENTE INTRA-OCULAR COM OU SEM FACOEMULSIFICAÇÃO,,,,Seg. Ambulatorial,HCO,HSO,REF,,,CRISTALINO,OLHOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
FACECTOMIA SEM IMPLANTE,,,,Seg. Ambulatorial,HCO,HSO,REF,,,CRISTALINO,OLHOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
IMPLANTE SECUNDÁRIO / EXPLANTE DE LENTE INTRA-OCULAR,,,,Seg. Ambulatorial,HCO,HSO,REF,,,CRISTALINO,OLHOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
REMOÇÃO DE PIGMENTOS DA LENTE INTRA-OCULAR COM YAG LASER, APÓS CIRURGIA DE CATARATA,,,,Seg. Ambulatorial,HCO,HSO,REF,,,CRISTALINO,OLHOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
BIÓPSIA DE TUMOR VIA PARS PLANA,,,,,HCO,HSO,REF,,,CORPO VÍTREO,OLHOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
BIÓPSIA DE VÍTREO VIA PARS PLANA,,,,,HCO,HSO,REF,,,CORPO VÍTREO,OLHOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ENDOLASER/ENDSeg. OdontológicaIATERMIA,,,,,HCO,HSO,REF,,,CORPO VÍTREO,OLHOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
IMPLANTE DE SILICONE INTRAVÍTREO,,,,,HCO,HSO,REF,,,CORPO VÍTREO,OLHOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
INFUSÃO DE PERFLUOCARBONO,,,,,HCO,HSO,REF,,,CORPO VÍTREO,OLHOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRATAMENTO OCULAR QUIMIOTERÁPICO COM ANTIANGIOGÊNICO (COM DIRETRIZ DE UTILIZAÇÃO),,,,Seg. Ambulatorial,HCO,HSO,REF,PAC,74,CORPO VÍTREO,OLHOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
MEMBRANECTOMIA EPI OU SUB-RETINIANA,,,,,HCO,HSO,REF,,,CORPO VÍTREO,OLHOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RETIRADA DE CORPO ESTRANHO,,,,,HCO,HSO,REF,,,CORPO VÍTREO,OLHOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RETIRADA DE ÓLEO DE SILICONE,,,,Seg. Ambulatorial,HCO,HSO,REF,,,CORPO VÍTREO,OLHOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TROCA FLUIDO GASOSA,,,,,HCO,HSO,REF,,,CORPO VÍTREO,OLHOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
VITRECTOMIA A CÉU ABERTO - CERATOPRÓTESE,,,,,HCO,HSO,REF,,,CORPO VÍTREO,OLHOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PROCEDIMENTO,RN(alteração),VIGÊNCIA,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÍTULO
VITRECTOMIA ANTERIOR,,,,,HCO,HSO,REF,,,CORPO VÍTREO,OLHOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
VITRECTOMIA VIAS PARS PLANA,,,,,HCO,HSO,REF,,,CORPO VÍTREO,OLHOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
BIÓPSIA DE ESCLERA,,,,Seg. Ambulatorial,HCO,HSO,REF,,,ESCLERA,OLHOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ENXERTO DE ESCLERA,,,,,HCO,HSO,REF,,,ESCLERA,OLHOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
SUTURA DE ESCLERA,,,,,HCO,HSO,REF,,,ESCLERA,OLHOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ENUCLEAÇÃO OU EVISCERAÇÃO COM OU SEM IMPLANTE,,,,,HCO,HSO,REF,,,BULBO OCULAR,OLHOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
INJEÇÃO RETROBULBAR,,,,,HCO,HSO,REF,,,BULBO OCULAR,OLHOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RECONSTITUIÇÃO DE GLOBO OCULAR COM LESÃO DE ESTRUTURAS INTRA-OCULARES,,,,,HCO,HSO,REF,,,BULBO OCULAR,OLHOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
BIÓPSIA DE ÍRIS E CORPO CILIAR,,,,Seg. Ambulatorial,HCO,HSO,REF,,,ÍRIS E CORPO CILIAR,OLHOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
CICLOTERAPIA ANTIGLAUCOMATOSA,,,,Seg. Ambulatorial,HCO,HSO,REF,,,ÍRIS E CORPO CILIAR,OLHOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
CIRURGIAS FISTULIZANTES ANTIGLAUCOMATOSAS COM OU SEM IMPLANTES DE DRENAGEM,,,,,HCO,HSO,REF,,,ÍRIS E CORPO CILIAR,OLHOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
CIRURGIA ANTIGLAUCOMATOSA VIA ANGULAR COM IMPLANTE DE STENT DEDRENAGEM POR TÉCNICA MINIMAMENTE INVASIVA (COM DIRETRIZ DE UTILIZAÇÃO),473/2021,08/11/2021,,,HCO,HSO,REF,,149,ÍRIS E CORPO CILIAR,OLHOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
DRENAGEM DE DESCOLAMENTO DE CORÓIDE,,,,,HCO,HSO,REF,,,ÍRIS E CORPO CILIAR,OLHOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
FIXAÇÃO ESCLERAL OU IRIANA DE LENTE INTRA-OCULAR (EXCETO PARA CORREÇÃO ISOLADA DEDISTÚRBIOS DE REFRAÇÃO),,,,,HCO,HSO,REF,,,ÍRIS E CORPO CILIAR,OLHOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
FOTOTRABECULOPLASTIA (LASER),,,,Seg. Ambulatorial,HCO,HSO,REF,,,ÍRIS E CORPO CILIAR,OLHOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
GONIOTOMIA OU TRABECULOTOMIA,,,,Seg. Ambulatorial,HCO,HSO,REF,,,ÍRIS E CORPO CILIAR,OLHOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
IRIDECTOMIA (LASER OU CIRÚRGICA),,,,Seg. Ambulatorial,HCO,HSO,REF,,,ÍRIS E CORPO CILIAR,OLHOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
IRIDOCICLECTOMIA,,,,,HCO,HSO,REF,,,ÍRIS E CORPO CILIAR,OLHOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
SINEQUIOTOMIA (LASER OU CIRÚRGICA),,,,Seg. Ambulatorial,HCO,HSO,REF,,,ÍRIS E CORPO CILIAR,OLHOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PROCEDIMENTO,RN(alteração),VIGÊNCIA,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÍTULO
BIÓPSIA DE MÚSCULOS,,,,Seg. Ambulatorial,HCO,HSO,REF,,,MÚSCULOS,OLHOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
CIRURGIA COM SUTURA AJUSTÁVEL,,,,,HCO,HSO,REF,,,MÚSCULOS,OLHOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ESTRABISMO CICLO VERTICAL/TRANSPOSIÇÃO,,,,,HCO,HSO,REF,,,MÚSCULOS,OLHOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ESTRABISMO HORIZONTAL,,,,,HCO,HSO,REF,,,MÚSCULOS,OLHOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
INJEÇÃO OCULAR DE TOXINA BOTULÍNICA,,,,Seg. Ambulatorial,HCO,HSO,REF,PAC,,MÚSCULOS,OLHOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
APLICAÇÃO DE PLACA RADIATIVA EPISCLERAL,,,,,HCO,HSO,REF,,,RETINA,OLHOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
BIÓPSIA DE RETINA,,,,,HCO,HSO,REF,,,RETINA,OLHOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
EXÉRESE DE TUMOR DE CORÓIDE E/OU CORPO CILIAR,,,,,HCO,HSO,REF,,,RETINA,OLHOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
FOTOCOAGULAÇÃO (LASER),,,,Seg. Ambulatorial,HCO,HSO,REF,,,RETINA,OLHOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
IMPLANTE INTRAVÍTREO DE POLÍMERO FARMACOLÓGICO DE LIBERAÇÃO CONTROLADA (COM DIRETRIZ DEUTILIZAÇÃO),,,,Seg. Ambulatorial,HCO,HSO,REF,,46,RETINA,OLHOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
MAPEAMENTO DE RETINA (FUNDOSCOPIA),,,,Seg. Ambulatorial,HCO,HSO,REF,,,RETINA,OLHOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PANCRIOTERAPIA PERIFÉRICA,,,,,HCO,HSO,REF,,,RETINA,OLHOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PANTOFOTOCOAGULAÇÃO Á LASER NA RETINOPATIA DA PREMATURIDADE (COM DIRETRIZ DE UTILIZAÇÃO),,,,Seg. Ambulatorial,HCO,HSO,REF,,59,RETINA,OLHOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
REMOÇÃO DE IMPLANTE EPISCLERAL,,,,,HCO,HSO,REF,,,RETINA,OLHOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RETINOPEXIA COM INTROFLEXÃO ESCLERAL,,,,,HCO,HSO,REF,,,RETINA,OLHOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RETINOPEXIA PNEUMÁTICA,,,,,HCO,HSO,REF,,,RETINA,OLHOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RETINOPEXIA PROFILÁTICA (CRIOPEXIA),,,,,HCO,HSO,REF,,,RETINA,OLHOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TERMOTERAPIA TRANSPUPILAR A LASER (COM DIRETRIZ DE UTILIZAÇÃO),,,,Seg. Ambulatorial,HCO,HSO,REF,,66,RETINA,OLHOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
CIRURGIA DA GLÂNDULA LACRIMAL,,,,,HCO,HSO,REF,,,VIAS LACRIMAIS,OLHOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PROCEDIMENTO,RN(alteração),VIGÊNCIA,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÍTULO
DACRIOCISTECTOMIA,,,,,HCO,HSO,REF,,,VIAS LACRIMAIS,OLHOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
DACRIOCISTORRINOSTOMIA COM OU SEM INTUBAÇÃO,,,,,HCO,HSO,REF,,,VIAS LACRIMAIS,OLHOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
FECHAMENTO DOS PONTOS LACRIMAIS,,,,Seg. Ambulatorial,HCO,HSO,REF,,,VIAS LACRIMAIS,OLHOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RECONSTITUIÇÃO DE VIAS LACRIMAIS COM SILICONE OU OUTRO MATERIAL,,,,,HCO,HSO,REF,,,VIAS LACRIMAIS,OLHOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
SONDAGEM DAS VIAS LACRIMAIS - COM OU SEM LAVAGEM,,,,Seg. Ambulatorial,HCO,HSO,REF,,,VIAS LACRIMAIS,OLHOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
BIÓPSIA DE PAVILHÃO AURICULAR,,,,Seg. Ambulatorial,HCO,HSO,REF,,,PAVILHÃO AURICULAR,ORELHA,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
EXÉRESE DE TUMOR,,,,Seg. Ambulatorial,HCO,HSO,REF,,,PAVILHÃO AURICULAR,ORELHA,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
EXÉRESE DE TUMOR COM ABORDAGEM CRANIOFACIAL ONCOLÓGICA PAVILHÃO AURICULAR (TEMPO FACIAL),,,,,HCO,HSO,REF,,,PAVILHÃO AURICULAR,ORELHA,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RECONSTRUÇÃO DE ORELHA,,,,Seg. Ambulatorial,HCO,HSO,REF,,,PAVILHÃO AURICULAR,ORELHA,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RECONSTRUÇÃO DE UNIDADE ANATÔMICA DO PAVILHÃO AURICULAR,,,,,HCO,HSO,REF,,,PAVILHÃO AURICULAR,ORELHA,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RECONSTRUÇÃO TOTAL DE ORELHA,,,,,HCO,HSO,REF,,,PAVILHÃO AURICULAR,ORELHA,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RESSECÇÃO DE ORELHA,,,,,HCO,HSO,REF,,,PAVILHÃO AURICULAR,ORELHA,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RESSECÇÃO DE TUMOR DE PAVILHÃO AURICULAR, INCLUINDO PARTE DO OSSO TEMPORAL,,,,,HCO,HSO,REF,,,PAVILHÃO AURICULAR,ORELHA,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRATAMENTO CIRÚRGICO DE SINUS PRÉ-AURICULAR,,,,Seg. Ambulatorial,HCO,HSO,REF,,,PAVILHÃO AURICULAR,ORELHA,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ASPIRAÇÃO AURICULAR OU CURATIVO,,,,Seg. Ambulatorial,HCO,HSO,REF,,,ORELHA EXTERNA,ORELHA,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
BIÓPSIA DE ORELHA EXTERNA,,,,Seg. Ambulatorial,HCO,HSO,REF,,,ORELHA EXTERNA,ORELHA,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ESTENOSE DE CONDUTO AUDITIVO EXTERNO - CORREÇÃO,,,,,HCO,HSO,REF,,,ORELHA EXTERNA,ORELHA,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
EXÉRESE DE CISTO PRÉ-AURICULAR,,,,Seg. Ambulatorial,,,REF,,,ORELHA EXTERNA,ORELHA,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
FURÚNCULO - DRENAGEM,,,,Seg. Ambulatorial,,,REF,,,ORELHA EXTERNA,ORELHA,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PROCEDIMENTO,RN(alteração),VIGÊNCIA,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÍTULO
PERICONDRITE DE PAVILHÃO - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,ORELHA EXTERNA,ORELHA,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RETIRADA DE CORPOS ESTRANHOS OU PÓLIPOS E OU BIÓPSIA,,,,Seg. Ambulatorial,HCO,HSO,REF,,,ORELHA EXTERNA,ORELHA,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TUMOR DE CONDUTO AUDITIVO EXTERNO - EXÉRESE,,,,Seg. Ambulatorial,HCO,HSO,REF,,,ORELHA EXTERNA,ORELHA,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
CAUTERIZAÇÃO DE MEMBRANA TIMPÂNICA,,,,Seg. Ambulatorial,HCO,HSO,REF,,,ORELHA MÉDIA,ORELHA,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
DUCHA DE POLITZER OU CURATIVO DE OUVIDO,,,,Seg. Ambulatorial,HCO,HSO,REF,,,ORELHA MÉDIA,ORELHA,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ESTAPEDECTOMIA OU ESTAPEDOTOMIA,,,,,HCO,HSO,REF,,,ORELHA MÉDIA,ORELHA,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
EXPLORAÇÃO E DESCOMPRESSÃO DO NERVO FACIAL INTRATEMPORAL,,,,,HCO,HSO,REF,,,ORELHA MÉDIA,ORELHA,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
FÍSTULA PERILINFÁTICA - FECHAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,ORELHA MÉDIA,ORELHA,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
GLOMUS JUGULAR - RESSECÇÃO,,,,,HCO,HSO,REF,,,ORELHA MÉDIA,ORELHA,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
GLOMUS TIMPÂNICUS - RESSECÇÃO,,,,,HCO,HSO,REF,,,ORELHA MÉDIA,ORELHA,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
MASTOIDECTOMIA,,,,,HCO,HSO,REF,,,ORELHA MÉDIA,ORELHA,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
OUVIDO CONGÊNITO - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,ORELHA MÉDIA,ORELHA,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PARACENTESE DO TÍMPANO - MIRINGOTOMIA,,,,Seg. Ambulatorial,HCO,HSO,REF,,,ORELHA MÉDIA,ORELHA,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
IMPLANTE DE PRÓTESE AUDITIVA ANCORADA NO OSSO (COM DIRETRIZ DE UTILIZAÇÃO),,,,,HCO,HSO,REF,PAC,44,ORELHA MÉDIA,ORELHA,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TÍMPANO-MASTOIDECTOMIA,,,,,HCO,HSO,REF,,,ORELHA MÉDIA,ORELHA,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TIMPANOPLASTIA - MIRINGOPLASTIA,,,,,HCO,HSO,REF,,,ORELHA MÉDIA,ORELHA,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TIMPANOPLASTIA COM RECONSTRUÇÃO DA CADEIA OSSICULAR,,,,,HCO,HSO,REF,,,ORELHA MÉDIA,ORELHA,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TIMPANOTOMIA EXPLORADORA,,,,,HCO,HSO,REF,,,ORELHA MÉDIA,ORELHA,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TIMPANOTOMIA PARA TUBO DE VENTILAÇÃO,,,,,HCO,HSO,REF,,,ORELHA MÉDIA,ORELHA,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PROCEDIMENTO,RN(alteração),VIGÊNCIA,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÍTULO
DOENÇA DE MENIERE - TRATAMENTO CIRÚRGICO - DESCOMPRESSÃO DO SACO ENDOLINFÁTICO OU "SHUNT",,,,,HCO,HSO,REF,,,ORELHA INTERNA,ORELHA,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ENXERTO INTRATEMPORAL DO NERVO FACIAL,,,,,HCO,HSO,REF,,,ORELHA INTERNA,ORELHA,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
EXPLORAÇÃO E DESCOMPRESSÃO DO NERVO FACIAL,,,,,HCO,HSO,REF,,,ORELHA INTERNA,ORELHA,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
IMPLANTE COCLEAR (COM DIRETRIZ DE UTILIZAÇÃO),,,,,HCO,HSO,REF,PAC,33,ORELHA INTERNA,ORELHA,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
LABIRINTECTOMIA (MEMBRANOSA OU ÓSSEA) - SEM AUDIÇÃO,,,,,HCO,HSO,REF,,,ORELHA INTERNA,ORELHA,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
NEURECTOMIA VESTIBULAR PARA FOSSA MÉDIA OU POSTERIOR,,,,,HCO,HSO,REF,,,ORELHA INTERNA,ORELHA,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
NEURECTOMIA VESTIBULAR TRANSLABIRÍNTICA - SEM AUDIÇÃO,,,,,HCO,HSO,REF,,,ORELHA INTERNA,ORELHA,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RESSECÇÃO DO OSSO TEMPORAL,,,,,HCO,HSO,REF,,,ORELHA INTERNA,ORELHA,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TUMOR DO NERVO ACÚSTICO - RESSECÇÃO,,,,,HCO,HSO,REF,,,ORELHA INTERNA,ORELHA,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ABSCESSO OU HEMATOMA DE SEPTO NASAL - DRENAGEM COM OU SEM ANESTESIA GERAL,,,,Seg. Ambulatorial,HCO,HSO,REF,,,NARIZ,NARIZ E SEIOS PARANASAIS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ALONGAMENTO DE COLUMELA EM PACIENTES COM LESÕES LABIO-PALATAIS,,,,,HCO,HSO,REF,,,NARIZ,NARIZ E SEIOS PARANASAIS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
BIÓPSIA DE NARIZ,,,,Seg. Ambulatorial,HCO,HSO,REF,,,NARIZ,NARIZ E SEIOS PARANASAIS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
CAUTERIZAÇÃO DE EPISTAXE COM OU SEM MICROSCOPIA,,,,Seg. Ambulatorial,HCO,HSO,REF,,,NARIZ,NARIZ E SEIOS PARANASAIS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
CORNETO INFERIOR - CAUTERIZAÇÃO LINEAR E/OU INFILTRAÇÃO MEDICAMENTOSA,,,,Seg. Ambulatorial,HCO,HSO,REF,,,NARIZ,NARIZ E SEIOS PARANASAIS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
EPISTAXE - CAUTERIZAÇÃO DA ARTÉRIA ESFENOPALATINA COM OU SEM MICROSCOPIA PORVIDEOENDOSCOPIA,,,,Seg. Ambulatorial,HCO,HSO,REF,,,NARIZ,NARIZ E SEIOS PARANASAIS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
